epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,48.3287,0.72068,1.89471,0.90555,0.90115,0.80156,0.85605,0.64081,0.88804,1.7575,0.92044,0.00027576,0.00027576,0.00027576
157,48.6047,0.78043,2.19671,0.93806,0.90115,0.80156,0.85605,0.64081,0.88804,1.7575,0.92044,0.000272933,0.000272933,0.000272933
158,48.8881,0.66502,1.75582,0.85309,0.89464,0.80403,0.85622,0.63393,0.90055,1.71867,0.92234,0.000270105,0.000270105,0.000270105
159,49.1682,0.70125,1.79273,0.88018,0.88749,0.80934,0.85675,0.63752,0.89817,1.66247,0.92615,0.000267278,0.000267278,0.000267278
160,49.4535,0.76597,1.83833,0.84825,0.87872,0.81481,0.85971,0.63169,0.88667,1.64656,0.92786,0.000264451,0.000264451,0.000264451
161,49.726,0.72611,1.74611,0.90246,0.87872,0.81481,0.85971,0.63169,0.88667,1.64656,0.92786,0.000261623,0.000261623,0.000261623
162,50.012,0.68447,1.69665,0.88285,0.86081,0.762,0.84956,0.62638,0.87775,1.6592,0.92889,0.000258796,0.000258796,0.000258796
163,50.2833,0.70552,1.67414,0.87309,0.89757,0.72564,0.84709,0.62429,0.87949,1.68201,0.93115,0.000255969,0.000255969,0.000255969
164,50.566,0.70497,1.9181,0.92377,0.84333,0.78309,0.84341,0.62263,0.89028,1.70546,0.93126,0.000253141,0.000253141,0.000253141
165,50.843,0.71931,1.79186,0.89293,0.84333,0.78309,0.84341,0.62263,0.89028,1.70546,0.93126,0.000250314,0.000250314,0.000250314
166,51.12,0.68788,1.63343,0.88319,0.85504,0.77767,0.84232,0.62142,0.89207,1.70609,0.93077,0.000247487,0.000247487,0.000247487
167,51.3994,0.74675,1.85746,0.89372,0.86989,0.77902,0.84544,0.62526,0.88246,1.71345,0.92662,0.000244659,0.000244659,0.000244659
168,51.6785,0.71448,1.77192,0.88831,0.85745,0.79446,0.84996,0.63747,0.86823,1.7177,0.91691,0.000241832,0.000241832,0.000241832
169,51.9633,0.72411,1.7721,0.86824,0.85745,0.79446,0.84996,0.63747,0.86823,1.7177,0.91691,0.000239004,0.000239004,0.000239004
170,52.2616,0.78217,1.9279,0.87525,0.9224,0.73584,0.85084,0.62989,0.85893,1.68587,0.91151,0.000236177,0.000236177,0.000236177
171,52.55,0.68365,1.70728,0.87596,0.9336,0.77711,0.8613,0.63055,0.85723,1.63494,0.91111,0.00023335,0.00023335,0.00023335
